organism_name,assembly_accession,refseq_category,excluded_from_refseq,bioproject,biosample,wgs_master,taxid,species_taxid,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,Order/Family,Common Name,Wild,Capt.,M/F,Reference
Myrmecobius fasciatus,GCA_023553655.1,representative genome,na,PRJNA786364,SAMN23669059,JAJPUD000000000.1,55782,55782,na,AWGG2021F,latest,Scaffold,Major,Full,2022-05-25,mMyrfas1.20211206,The University of Sydney,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/553/655/GCA_023553655.1_mMyrfas1.20211206,na,na,haploid,vertebrate_mammalian,,,36.5,0.0,112292.0,112292.0,The University of Sydney,Annotation submitted by The University of Sydney,,0.0,0.0,0.0,na,Myrmecobiidae,Banded anteater (+),,5.0,m,[303]
Myrmecophaga tridactyla,GCA_004026745.1,representative genome,na,PRJNA399407,SAMN07678098,PVIY000000000.1,71006,71006,na,BS39,latest,Scaffold,Major,Full,2019-01-16,MyrTri_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/026/745/GCA_004026745.1_MyrTri_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,39.5,0.0,1621408.0,1621408.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Giant anteater,,26.0,x,[100] [192]
Nasalis larvatus,GCA_000772465.1,representative genome,na,PRJNA241312,SAMN02689222,JMHX00000000.1,43780,43780,na,Charlie,latest,Chromosome,Major,Full,2014-11-10,Charlie1.0,Proboscis Monkey Functional Genome Consortium,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/465/GCA_000772465.1_Charlie1.0,na,na,haploid,vertebrate_mammalian,,,40.5,21.0,319549.0,319549.0,Proboscis Monkey Functional Genome Consortium,Annotation submitted by Proboscis Monkey Functional Genome Consortium,,0.0,0.0,0.0,na, ,Proboscis monkey,,13.6,x,[97]
Neofelis nebulosa,GCA_028018385.1,representative genome,na,PRJNA915742,SAMN31801981,JAQMCS000000000.1,61452,61452,na,mNeoNeb1,latest,Chromosome,Major,Full,2023-01-31,mNeoNeb1.pri,Vertebrate Genomes Project,GCF_028018385.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/018/385/GCA_028018385.1_mNeoNeb1.pri,na,na,haploid,vertebrate_mammalian,,,42.0,20.0,33.0,33.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,Clouded leopard,,17.0,x,[100] [101] [192]
Neotragus moschatus,GCA_006410615.1,representative genome,na,PRJNA438286,SAMN08714493,SJYA00000000.1,66442,66442,na,SUN-559,latest,Scaffold,Major,Full,2019-06-24,SUN,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/615/GCA_006410615.1_SUN,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,218204.0,218204.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,31221828, ,Suni,,9.0,x,[100]
Neotragus pygmaeus,GCA_006410875.1,representative genome,na,PRJNA438286,SAMN08714492,SJYV00000000.1,1027985,1027985,na,RAL-4837,latest,Scaffold,Major,Full,2019-06-24,RAL,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/875/GCA_006410875.1_RAL,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,354089.0,354089.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,31221828, ,Royal antelope,,6.0,x,[100]
Noctilio leporinus,GCA_004026585.1,representative genome,na,PRJNA399473,SAMN07678134,PVIW00000000.1,94963,94963,na,US093,latest,Scaffold,Major,Full,2019-01-16,NocLep_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/026/585/GCA_004026585.1_NocLep_v1_BIUU,na,na,haploid,vertebrate_mammalian,2098501394.0,2097884294.0,41.0,0.0,298222.0,298222.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na,Noctilionidae,Bulldog bat,,11.5,x,[143]
Nyctereutes procyonoides,GCA_905146905.1,representative genome,na,PRJEB41734,SAMEA7690874,CAJHUB000000000.1,34880,34880,na,TBG_1078,latest,Scaffold,Major,Full,2021-02-14,NYPRO_anot_genome,Senckenber Biodiversity and Climate Research Centre Frankfurt,GCF_905146905.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/146/905/GCA_905146905.1_NYPRO_anot_genome,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,810.0,810.0,Senckenber Biodiversity and Climate Research Centre Frankfurt,Annotation submitted by Senckenber Biodiversity and Climate Research Centre Frankfurt,,27177.0,27168.0,0.0,na, ,Raccoon dog,11.0,7.0,x,[100]
Nycticebus coucang,GCA_027406575.1,representative genome,na,PRJNA838348,SAMN28408555,JAPZEE000000000.1,9470,9470,na,mNycCou1,latest,Chromosome,Major,Full,2022-12-28,mNycCou1.pri,Vertebrate Genomes Project,GCF_027406575.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/406/575/GCA_027406575.1_mNycCou1.pri,na,na,haploid,vertebrate_mammalian,,,41.0,26.0,84.0,84.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,Slow loris,,20.0,f,[100] [104]
Nycticeius humeralis,GCA_007922795.1,representative genome,na,PRJNA399355,SAMN07678030,VMDQ000000000.1,27670,27670,na,US023,latest,Scaffold,Major,Full,2019-08-08,NycHum_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/922/795/GCA_007922795.1_NycHum_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,43.5,0.0,1676240.0,1676240.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Evening bat (+),,5.0,x,[328]
Ochotona princeps,GCA_030435755.1,representative genome,na,PRJNA986273,SAMN35822658,JAUDYK000000000.1,9978,9978,na,mOchPri1,latest,Chromosome,Major,Full,2023-07-13,mOchPri1.hap1,Vertebrate Genomes Project,GCF_030435755.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/435/755/GCA_030435755.1_mOchPri1.hap1,na,na,haploid,vertebrate_mammalian,,,44.0,35.0,5864.0,5864.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,N. American pika,6.0,,x,[100]
Octodon degus,GCA_000260255.1,representative genome,na,PRJNA74595,SAMN00769067,AJSA00000000.1,10160,10160,na,3935,latest,Scaffold,Major,Full,2012-05-01,OctDeg1.0,Broad Institute,GCF_000260255.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/255/GCA_000260255.1_OctDeg1.0,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,7134.0,259904.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na,Octodontidae,Degus,,7.1,x,[143]
Okapia johnstoni,GCA_024291935.2,representative genome,na,PRJNA708170,SAMN18755936,JAGTYA000000000.1,86973,86973,na,TBG_1119_Moyo,latest,Chromosome,Major,Full,2022-07-16,TBG_Okapi_asm_v1,Senckenberg Nature Research Society,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/291/935/GCA_024291935.2_TBG_Okapi_asm_v1,na,na,haploid,vertebrate_mammalian,,,42.0,23.0,3653.0,3653.0,Senckenberg Nature Research Society,Annotation submitted by Senckenberg Nature Research Society,,0.0,0.0,0.0,35788365, ,Okapi (+),,30.0,x,[100]
Ondatra zibethicus,GCA_004026605.1,representative genome,na,PRJNA399451,SAMN07678059,PVIU00000000.1,10060,10060,na,US110,latest,Scaffold,Major,Full,2019-01-16,OndZib_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/026/605/GCA_004026605.1_OndZib_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,565356.0,565356.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Muskrat,3.0,10.0,x,[229]
Onychomys leucogaster,GCA_949786385.1,representative genome,na,PRJEB60916,SAMEA112839417,CATKUP000000000.1,38668,38668,na,na,latest,Chromosome,Major,Full,2023-04-08,OncLeu_H2_v1,"EMBL-EBI, WELLCOME TRUST GENOME CAMPUS, CAMBRIDGE",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/786/385/GCA_949786385.1_OncLeu_H2_v1,na,na,haploid,vertebrate_mammalian,,,42.0,24.0,1053.0,1053.0,"EMBL-EBI, WELLCOME TRUST GENOME CAMPUS, CAMBRIDGE","Annotation submitted by EMBL-EBI, WELLCOME TRUST GENOME CAMPUS, CAMBRIDGE",,0.0,0.0,0.0,na, ,Northern grasshopper mouse (+),,5.0,x,[100]
Onychomys torridus,GCA_903995425.1,representative genome,na,PRJEB39770,SAMEA104026389,CAJFAA000000000.1,38674,38674,na,na,latest,Chromosome,Major,Full,2020-08-21,mOncTor1.1,SC,GCF_903995425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/995/425/GCA_903995425.1_mOncTor1.1,na,na,haploid,vertebrate_mammalian,,,42.0,24.0,2949.0,2949.0,SC,Annotation submitted by SC,,0.0,0.0,0.0,na, ,Grasshopper mouse,,4.6,x,[143]
Orcinus orca,GCA_937001465.1,representative genome,na,PRJEB52131,SAMEA8800229,CAKZJT000000000.1,9733,9733,na,na,latest,Chromosome,Major,Full,2022-05-03,mOrcOrc1.1,WELLCOME SANGER INSTITUTE,GCF_937001465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/001/465/GCA_937001465.1_mOrcOrc1.1,na,na,haploid,vertebrate_mammalian,,,42.0,22.0,447.0,447.0,WELLCOME SANGER INSTITUTE,Annotation submitted by WELLCOME SANGER INSTITUTE,,0.0,0.0,0.0,na, ,Killer whale,90.0,,x,[21]
Oreamnos americanus,GCA_009758055.1,representative genome,na,PRJNA510081,SAMN10593834,WJNR00000000.1,34873,34873,na,splAK2016,latest,Scaffold,Major,Full,2019-12-16,ASM975805v1,Trent University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/758/055/GCA_009758055.1_ASM975805v1,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,3212.0,3212.0,Trent University,Annotation submitted by Trent University,,0.0,0.0,0.0,31806764, ,Mountain goat,18.0,,x,[100]
Oreotragus oreotragus,GCA_006410675.1,representative genome,na,PRJNA438286,SAMN08714489,SJYX00000000.1,66444,66444,na,KSP-560,latest,Scaffold,Major,Full,2019-06-24,KSP,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/675/GCA_006410675.1_KSP,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,24892.0,24892.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,31221828, ,Klipspringer,,15.0,x,[100]
Ornithorhynchus anatinus,GCA_004115215.4,representative genome,na,PRJNA489114,SAMN08537700,RZJT00000000.2,9258,9258,na,Pmale09,latest,Chromosome,Major,Full,2020-11-06,mOrnAna1.pri.v4,Vertebrate Genomes Project,GCF_004115215.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/115/215/GCA_004115215.4_mOrnAna1.pri.v4,na,na,haploid,vertebrate_mammalian,1859264908.0,1844106806.0,46.0,31.0,321.0,321.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,33408411;33910595;33911273,Ornithorhynchidae,Duck-billed platypus,17.0,,x,[21]
Oryctolagus cuniculus,GCA_009806435.2,representative genome,na,PRJNA274594,SAMN12179861,VIYN00000000.2,9986,9986,breed=New Zealand White,DNA-2018,latest,Chromosome,Major,Full,2021-02-04,UM_NZW_1.0,Shanghai Institutes for Biological Sciences,GCF_009806435.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/806/435/GCA_009806435.2_UM_NZW_1.0,na,na,haploid,vertebrate_mammalian,,,44.0,22.0,3159.0,3159.0,Shanghai Institutes for Biological Sciences,Annotation submitted by Shanghai Institutes for Biological Sciences,,0.0,0.0,0.0,na, ,Old World rabbit,10.0,,x,[100]
Oryx gazella,GCA_003945745.1,representative genome,na,PRJNA479821,SAMN09604855,RAWW00000000.1,9958,9958,na,OR4864,latest,Scaffold,Major,Full,2018-12-14,UCDavis_Ogaz_1,University of California Davis,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/945/745/GCA_003945745.1_UCDavis_Ogaz_1,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,31177.0,31177.0,University of California Davis,Annotation submitted by University of California Davis,,0.0,0.0,0.0,na, ,S. African oryx antelope,,20.0,x,[100]
Otolemur garnettii,GCA_000181295.3,representative genome,na,PRJNA16955,SAMN02981229,AAQR00000000.3,30611,30611,na,467f Iridium,latest,Scaffold,Major,Full,2011-03-16,OtoGar3,"Broad Institute of MIT and Harvard, USA, Cambridge",GCF_000181295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/295/GCA_000181295.3_OtoGar3,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,7793.0,200240.0,"Broad Institute of MIT and Harvard, USA, Cambridge","Annotation submitted by Broad Institute of MIT and Harvard, USA, Cambridge",,0.0,0.0,0.0,na, ,Greater bush baby (+),,14.0,x,[55] [131] [160] [224] [297] [320]
Ourebia ourebi,GCA_006417275.1,representative genome,na,PRJNA438286,SAMN08714494,SJXZ000000000.1,59536,59536,na,ORB-4223,latest,Scaffold,Major,Full,2019-06-24,ORB,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/417/275/GCA_006417275.1_ORB,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,3508661.0,3508661.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,31221828, ,Oribi,,14.0,x,[100] [161]
Ovibos moschatus,GCA_021462335.1,representative genome,na,PRJNA789692,SAMN24146712,JAJUWZ000000000.1,37176,37176,na,Muskox_WY2021,latest,Scaffold,Major,Full,2022-01-13,ASM2146233v1,Northwest A&F University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/462/335/GCA_021462335.1_ASM2146233v1,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,6703.0,6703.0,Northwest A&F University,Annotation submitted by Northwest A&F University,,0.0,0.0,0.0,na, ,Muskox,24.0,,x,[4] [100]
Ovis canadensis,GCA_004026945.1,representative genome,na,PRJNA399410,SAMN07678102,PVIS000000000.1,37174,37174,na,BS48,latest,Scaffold,Major,Full,2019-01-16,OviCan_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/026/945/GCA_004026945.1_OviCan_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,43.0,0.0,1048136.0,1048136.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,American bighorn sheep,24.0,,x,[192]
Ovis orientalis,GCA_014523465.1,representative genome,na,PRJNA529571,SAMN15835291,JACSDQ000000000.1,469796,469796,strain=Amuf_v1,na,latest,Chromosome,Major,Full,2020-09-11,CAU_Oori_1.0,"INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/523/465/GCA_014523465.1_CAU_Oori_1.0,na,na,haploid,vertebrate_mammalian,,,42.0,27.0,128.0,128.0,"INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES","Annotation submitted by INSTITUTE OF ZOOLOGY, CHINESE ACADEMY OF SCIENCES",,0.0,0.0,0.0,na, ,Asiatic mouflon,13.0,,x,[100]
Pachyuromys duprasi,GCA_028658305.1,representative genome,na,PRJNA512907,SAMN16895770,JAQQSO000000000.1,298894,298894,na,Sample0678,latest,Chromosome,Major,Full,2023-02-17,Pachyuromys_duprasi_HiC,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/658/305/GCA_028658305.1_Pachyuromys_duprasi_HiC,na,na,haploid,vertebrate_mammalian,,,42.0,27.0,502065.0,502065.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Fat-tailed gerbil,,4.4,x,[100]
Paguma larvata,GCA_030068075.1,representative genome,na,PRJNA756156,SAMN20856571,JAINVK000000000.1,9675,9675,breed=domesticated,MPC1,latest,Chromosome,Major,Full,2023-06-05,ASM3006807v1,"Institute of Zoology, Guangdong Academy of Sciences",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/068/075/GCA_030068075.1_ASM3006807v1,na,na,haploid,vertebrate_mammalian,,,42.5,22.0,1500.0,1500.0,"Institute of Zoology, Guangdong Academy of Sciences","Annotation submitted by Institute of Zoology, Guangdong Academy of Sciences",,0.0,0.0,0.0,35583674, ,Masked palm civet,,15.4,x,[176] [207]
Pan paniscus,GCF_029289425.1,representative genome,na,PRJNA950461,SAMN13935689,JARIFH000000000.1,9597,9597,na,na,latest,Chromosome,Major,Full,2023-03-20,NHGRI_mPanPan1-v1.1-0.1.freeze_pri,"National Human Genome Research Institute, National Institutes of Health",GCA_029289425.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/289/425/GCF_029289425.1_NHGRI_mPanPan1-v1.1-0.1.freeze_pri,na,na,haploid,vertebrate_mammalian,,,40.5,25.0,443.0,443.0,NCBI RefSeq,GCF_029289425.1-RS_2023_05,,38748.0,22787.0,8977.0,na, ,Pygmy chimpanzee (+),20.0,,x,[100]
Pan troglodytes,GCF_028858775.1,representative genome,na,PRJNA945513,SAMN30216104,JAQQLN000000000.1,9598,9598,na,AG18354,latest,Chromosome,Major,Full,2023-02-27,NHGRI_mPanTro3-v1.1-hic.freeze_pri,"National Human Genome Research Institute, National Institutes of Health",GCA_028858775.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/858/775/GCF_028858775.1_NHGRI_mPanTro3-v1.1-hic.freeze_pri,na,na,haploid,vertebrate_mammalian,,,41.0,25.0,1471.0,1500.0,NCBI RefSeq,GCF_028858775.1-RS_2023_04,,44705.0,22606.0,14819.0,na, ,Chimpanzee,51.0,,x,[21]
Panthera leo,GCA_018350215.1,representative genome,na,PRJNA684340,SAMN17054329,JAEQMX000000000.1,9689,9689,na,Ple1,latest,Chromosome,Major,Full,2021-05-13,P.leo_Ple1_pat1.1,Texas A&M University,GCF_018350215.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/350/215/GCA_018350215.1_P.leo_Ple1_pat1.1,na,na,haploid,vertebrate_mammalian,,,41.5,19.0,53.0,98.0,Texas A&M University,Annotation submitted by Texas A&M University,,0.0,0.0,0.0,na, ,African lion,,30.0,x,[101] [102] [159] [275]
Panthera onca,GCA_028533385.1,representative genome,na,PRJNA512907,SAMN14122073,JAQIGD000000000.1,9690,9690,na,Sample0147,latest,Chromosome,Major,Full,2023-02-09,Panthera_onca_HiC,DNA Zoo,GCF_028533385.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/533/385/GCA_028533385.1_Panthera_onca_HiC,na,na,haploid,vertebrate_mammalian,,,41.5,19.0,410583.0,410583.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Jaguar,,22.0,x,[100] [101] [102] [218]
Panthera pardus,GCA_024362965.1,representative genome,na,PRJNA847351,SAMN23235441,JANFAR000000000.1,9691,9691,na,Hobbes,latest,Scaffold,Major,Full,2022-07-21,ASM2436296v1,Stanford University,GCF_024362965.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/362/965/GCA_024362965.1_ASM2436296v1,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,381.0,381.0,Stanford University,Annotation submitted by Stanford University,,0.0,0.0,0.0,na, ,Leopard,12.0,20.0,x,[192]
Panthera tigris,GCA_018350195.2,representative genome,na,PRJNA684344,SAMN17054330,JAEQMW000000000.1,9694,9694,na,Pti1,latest,Chromosome,Major,Full,2021-05-13,P.tigris_Pti1_mat1.1,Texas A&M University,GCF_018350195.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/350/195/GCA_018350195.2_P.tigris_Pti1_mat1.1,na,na,haploid,vertebrate_mammalian,,,41.5,19.0,74.0,130.0,Texas A&M University,Annotation submitted by Texas A&M University,,0.0,0.0,0.0,na, ,Tiger,26.3,,x,[21]
Panthera uncia,GCA_023721935.1,representative genome,na,PRJNA602938,SAMN13911153,JAJAOB000000000.1,29064,29064,na,11264,latest,Chromosome,Major,Full,2022-06-16,Puncia_PCG_1.0,Stanford University,GCF_023721935.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/721/935/GCA_023721935.1_Puncia_PCG_1.0,na,na,haploid,vertebrate_mammalian,,,41.5,19.0,2635.0,2635.0,Stanford University,Annotation submitted by Stanford University,,0.0,0.0,0.0,na, ,Snow leopard,,15.0,x,[192]
Papio anubis,GCF_008728515.1,representative genome,na,PRJNA576697,SAMN11179045,VSMJ00000000.1,9555,9555,na,15944,latest,Chromosome,Major,Full,2019-10-02,Panubis1.0,"University of California, San Francisco",GCA_008728515.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/515/GCF_008728515.1_Panubis1.0,na,na,haploid,vertebrate_mammalian,,,41.0,22.0,11144.0,11144.0,NCBI RefSeq,NCBI Papio anubis Annotation Release 104,,39274.0,21087.0,11295.0,23180628;35325119, ,Olive baboon,,25.2,m,[104]
Papio cynocephalus,GCA_963574715.1,representative genome,na,PRJEB67744,SAMEA112482966,CAUYRL000000000.1,9556,9556,na,na,latest,Scaffold,Major,Full,2023-11-03,PGDP_PapCyn,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/574/715/GCA_963574715.1_PGDP_PapCyn,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,178363.0,178363.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Yellow baboon,45.0,,x,[100]
Papio hamadryas,GCA_023781915.1,representative genome,na,PRJNA785018,SAMN23575350,JAKFHJ000000000.1,9557,9557,na,KIZ-2021_19,latest,Contig,Major,Full,2022-06-17,ASM2378191v1,BGI-Shenzhen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/781/915/GCA_023781915.1_ASM2378191v1,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,3047.0,3047.0,BGI-Shenzhen,Annotation submitted by BGI-Shenzhen,,0.0,0.0,0.0,na, ,Hamadryas baboon (+),37.0,,x,[100]
Papio papio,GCA_028645565.1,representative genome,na,PRJNA512907,SAMN21582254,JAQQSL000000000.1,100937,100937,na,Sample3915,latest,Chromosome,Major,Full,2023-02-16,Papio_papio_HiC,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/645/565/GCA_028645565.1_Papio_papio_HiC,na,na,haploid,vertebrate_mammalian,,,41.0,21.0,429164.0,429164.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Guinea baboon,,27.0,m,[104]
Papio ursinus,GCA_963574515.1,representative genome,na,PRJEB67744,SAMEA112483159,CAUYQN000000000.1,36229,36229,na,na,latest,Scaffold,Major,Full,2023-11-03,PGDP_PapUrs,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/574/515/GCA_963574515.1_PGDP_PapUrs,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,165791.0,165791.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Chacma baboon (+),,31.2,f,[104]
Paradoxurus hermaphroditus,GCA_004024585.1,representative genome,na,PRJNA399364,SAMN07678048,PITB00000000.1,71117,71117,na,BSD07,latest,Scaffold,Major,Full,2019-01-15,ParHer_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/585/GCA_004024585.1_ParHer_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,438125.0,438125.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Common palm civet (+),22.0,,x,[100]
Pedetes capensis,GCA_007922755.1,representative genome,na,PRJNA399412,SAMN07678104,VMDO00000000.1,10023,10023,na,US022,latest,Scaffold,Major,Full,2019-08-08,PedCap_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/922/755/GCA_007922755.1_PedCap_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,673563.0,673563.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na,Anomaluridae,Springhare,,13.0,x,[100]
Perodicticus potto,GCA_963574655.1,representative genome,na,PRJEB67744,SAMEA112483156,CAUYRH000000000.1,9472,9472,na,na,latest,Scaffold,Major,Full,2023-10-31,PGDP_PerPot,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/574/655/GCA_963574655.1_PGDP_PerPot,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,183942.0,183942.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Potto (+),,22.0,x,[100]
Phascolarctos cinereus,GCA_002099425.1,representative genome,na,PRJNA359763,SAMN06198159,MSTS00000000.1,38626,38626,na,Bilbo 61053,latest,Contig,Major,Full,2017-04-18,phaCin_unsw_v4.1,The Earlham Institute,GCF_002099425.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/099/425/GCA_002099425.1_phaCin_unsw_v4.1,na,na,haploid,vertebrate_mammalian,,,39.0,0.0,1906.0,1906.0,The Earlham Institute,Annotation submitted by The Earlham Institute,,0.0,0.0,0.0,na,Phascolarctidae,Koala,17.0,20.0,x,[143]
Phoca vitulina,GCA_004348235.1,representative genome,na,PRJNA494181,SAMN10150265,RXNX00000000.1,9720,9720,na,PV1807,latest,Scaffold,Major,Full,2019-02-11,GSC_HSeal_1.0,Canada's Genome Enterprise (CGEN),GCF_004348235.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/235/GCA_004348235.1_GSC_HSeal_1.0,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,5540.0,21601.0,Canada's Genome Enterprise (CGEN),Annotation submitted by Canada's Genome Enterprise (CGEN),,0.0,0.0,0.0,na, ,Harbor seal,40.0,,x,[100]
