organism_name,assembly_accession,refseq_category,excluded_from_refseq,bioproject,biosample,wgs_master,taxid,species_taxid,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,Order/Family,Common Name,Wild,Capt.,M/F,Reference,total-length,spanned-gaps,unspanned-gaps,region-count,scaffold-count,scaffold-N50,scaffold-L50,scaffold-N75,scaffold-N90,contig-count,contig-N50,contig-L50,total-gap-length,molecule-count,top-level-count,component-count,gc-perc
Bos grunniens,GCA_005887515.3,representative genome,na,PRJNA540974,SAMN11569574,VBZB00000000.1,30521,30521,ecotype=maiwa,yakHY00,latest,Chromosome,Minor,Full,2019-06-10,BosGru3.1,Lanzhou University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/887/515/GCA_005887515.3_BosGru3.1,na,na,haploid,vertebrate_mammalian,,,42.0,31.0,343.0,343.0,Lanzhou University,Annotation submitted by Lanzhou University,,0.0,0.0,0.0,33944937, ,Yak,25.0,,f,[101],2831460571.0,646.0,0.0,0.0,343.0,114386978.0,11.0,75871366.0,57396858.0,989.0,44716738.0,20.0,64600.0,31.0,343.0,343.0,42.0
Bos taurus,GCA_002263795.4,representative genome,na,PRJNA391427,SAMN03145444,NKLS00000000.2,9913,9913,breed=Hereford,L1 Dominette 01449 registration number 42190680,latest,Chromosome,Minor,Full,2023-07-01,ARS-UCD2.0,USDA ARS,GCF_002263795.3,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/263/795/GCA_002263795.4_ARS-UCD2.0,na,na,haploid,vertebrate_mammalian,,,42.0,31.0,1957.0,1957.0,USDA ARS,Annotation submitted by USDA ARS,,0.0,0.0,0.0,na, ,Domestic cattle (+),,20.0,x,[229],2770686122.0,386.0,0.0,2.0,1958.0,103308737.0,12.0,69862954.0,51992305.0,2344.0,26402946.0,32.0,28162.0,32.0,1958.0,1958.0,42.0
Bos taurus,GCF_002263795.3,representative genome,na,PRJNA450837,na,NKLS00000000.2,9913,9913,breed=Hereford,L1 Dominette 01449 registration number 42190680,latest,Chromosome,Major,Full,2023-07-01,ARS-UCD2.0,USDA ARS,GCA_002263795.4,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/795/GCF_002263795.3_ARS-UCD2.0,na,na,haploid,vertebrate_mammalian,,,42.0,31.0,1957.0,1957.0,NCBI RefSeq,GCF_002263795.3-RS_2023_09,,37073.0,21667.0,10714.0,na, ,Domestic cattle (+),,20.0,x,[229],2770686120.0,386.0,0.0,2.0,1958.0,103308737.0,12.0,69862954.0,51992305.0,2344.0,26402946.0,32.0,28162.0,32.0,1958.0,1958.0,42.0
Bubalus depressicornis,GCA_025584935.1,representative genome,na,PRJNA849775,SAMN29133250,JAMXBS000000000.1,27596,27596,na,ANT3,latest,Scaffold,Major,Full,2022-10-05,MNHNYannick_LA_1,Museum national d'Histoire naturelle,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/584/935/GCA_025584935.1_MNHNYannick_LA_1,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,147450.0,147450.0,Museum national d'Histoire naturelle,Annotation submitted by Museum national d'Histoire naturelle,,0.0,0.0,0.0,36111873, ,Lowland anoa,30.0,,x,[100],2617462608,13217,0,0,147450,37876,20510,20283,10401,160667,34173,22784,499809,0,147450,147450,42
Budorcas taxicolor,GCA_023091745.2,representative genome,na,PRJNA776710,SAMN22814979,JAKGDW000000000.1,37181,37181,na,Tak-1,latest,Chromosome,Minor,Full,2022-04-22,Takin1.1,Northwest A&F University,GCF_023091745.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/091/745/GCA_023091745.2_Takin1.1,na,na,haploid,vertebrate_mammalian,,,43.5,27.0,1362.0,1362.0,Northwest A&F University,Annotation submitted by Northwest A&F University,,0.0,0.0,0.0,na, ,Takin,,15.8,x,[143],2851638285.0,152.0,0.0,0.0,1362.0,109747698.0,10.0,74796239.0,51314163.0,1514.0,68053581.0,15.0,75583.0,27.0,1362.0,1362.0,43.5
Budorcas taxicolor,GCF_023091745.1,representative genome,na,PRJNA909610,SAMN22814979,JAKGDW000000000.1,37181,37181,na,Tak-1,latest,Chromosome,Major,Full,2022-04-22,Takin1.1,Northwest A&F University,GCA_023091745.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/091/745/GCF_023091745.1_Takin1.1,na,na,haploid,vertebrate_mammalian,,,43.5,27.0,1362.0,1362.0,NCBI RefSeq,GCF_023091745.1-RS_2023_02,,28399.0,20434.0,4802.0,na, ,Takin,,15.8,x,[143],2851654952.0,152.0,0.0,0.0,1363.0,109747698.0,10.0,74796239.0,51314163.0,1515.0,68053581.0,15.0,75583.0,28.0,1363.0,1363.0,43.5
Cacajao calvus,GCA_963573955.1,representative genome,na,PRJEB67744,SAMEA14464418,CAUYLL000000000.1,30596,30596,na,Masto283,latest,Scaffold,Major,Full,2023-10-31,PGDP_CacCal,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/573/955/GCA_963573955.1_PGDP_CacCal,na,na,haploid,vertebrate_mammalian,,,40.5,0.0,80849.0,80849.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Bald uakari (+),18.0,,x,[100],2609337484.0,748.0,0.0,0.0,80849.0,68795.0,11382.0,36767.0,18203.0,81275.0,68772.0,11384.0,45865.0,0.0,80849.0,80849.0,40.5
Cacajao melanocephalus,GCA_963573385.1,representative genome,na,PRJEB67744,SAMEA14464439,CAUYLG000000000.1,70825,70825,na,CCM017,latest,Scaffold,Major,Full,2023-11-01,PGDP_CacMel,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/573/385/GCA_963573385.1_PGDP_CacMel,na,na,haploid,vertebrate_mammalian,,,40.5,0.0,79251.0,79251.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Black-headed uakari (+),12.0,,x,[100],2613543630.0,557.0,0.0,0.0,79251.0,71282.0,10968.0,37773.0,18713.0,79641.0,71276.0,10969.0,26758.0,0.0,79251.0,79251.0,40.5
Callimico goeldii,GCA_963573925.1,representative genome,na,PRJEB67744,SAMEA112482891,CAUYOR000000000.1,9495,9495,na,na,latest,Scaffold,Major,Full,2023-11-02,PGDP_CalGoe,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/573/925/GCA_963573925.1_PGDP_CalGoe,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,197517.0,197517.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na,Callimiconidae,Goeldi’s monkey (+),,9.0,x,[100],2684989308,3486,0,0,197517,25261,31480,13278,6613,199693,25257,31484,229155,0,197517,197517,41
Callithrix jacchus,GCA_011100555.2,representative genome,na,PRJNA597600,SAMN12368443,JAALXP000000000.2,9483,9483,na,mCalJac1,latest,Chromosome,Major,Full,2021-04-28,mCalJa1.2.pat.X,Vertebrate Genomes Project,GCF_011100555.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/100/555/GCA_011100555.2_mCalJa1.2.pat.X,na,na,haploid,vertebrate_mammalian,,,41.0,24.0,1233.0,1233.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,Common marmoset (+),10.0,,x,[100],2874881015.0,1165.0,0.0,0.0,1234.0,136971485.0,9.0,117638787.0,50614742.0,2399.0,13222669.0,60.0,13690514.0,25.0,1234.0,1234.0,41.0
Callithrix jacchus,GCF_011100555.1,representative genome,na,PRJNA939228,SAMN12368443,JAALXP000000000.2,9483,9483,na,mCalJac1,latest,Chromosome,Major,Full,2021-04-28,mCalJa1.2.pat.X,Vertebrate Genomes Project,GCA_011100555.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/100/555/GCF_011100555.1_mCalJa1.2.pat.X,na,na,haploid,vertebrate_mammalian,,,41.0,24.0,1233.0,1233.0,NCBI RefSeq,GCF_011100555.1-RS_2023_03,,42308.0,22355.0,11190.0,na, ,Common marmoset (+),10.0,,x,[100],2874864526.0,1165.0,0.0,0.0,1233.0,136971485.0,9.0,117638787.0,50614742.0,2398.0,13222669.0,60.0,13690514.0,24.0,1233.0,1233.0,41.0
Callorhinus ursinus,GCA_003265705.1,representative genome,na,PRJNA475116,SAMN09379881,QLOG00000000.1,34884,34884,na,GAN/ISIS: 27379988/994484,latest,Scaffold,Major,Full,2018-06-26,ASM326570v1,Canada's Genomics Enterprise,GCF_003265705.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/265/705/GCA_003265705.1_ASM326570v1,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,14229.0,52954.0,Canada's Genomics Enterprise,Annotation submitted by Canada's Genomics Enterprise,,0.0,0.0,0.0,na, ,Northern fur seal,30.0,,x,[9],2706852204.0,38725.0,0.0,0.0,14229.0,31506801.0,23.0,9758702.0,4725087.0,52954.0,133024.0,5909.0,53840681.0,0.0,14229.0,52954.0,41.5
Callorhinus ursinus,GCF_003265705.1,representative genome,na,PRJNA481736,SAMN09379881,QLOG00000000.1,34884,34884,na,GAN/ISIS: 27379988/994484,latest,Scaffold,Major,Full,2018-06-26,ASM326570v1,Canada's Genomics Enterprise,GCA_003265705.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/265/705/GCF_003265705.1_ASM326570v1,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,14229.0,52954.0,NCBI RefSeq,NCBI Callorhinus ursinus Annotation Release 100,,34855.0,21632.0,5666.0,16815048, ,Northern fur seal,30.0,,x,[9],2706868872.0,38725.0,0.0,0.0,14230.0,31506801.0,23.0,9758702.0,4725087.0,52955.0,133024.0,5909.0,53840681.0,1.0,14230.0,52955.0,41.5
Camelus dromedarius,GCA_000803125.3,representative genome,na,PRJNA269274,SAMN03252735,JWIN00000000.3,9838,9838,breed=African,Drom800,latest,Chromosome,Major,Full,2019-10-07,CamDro3,Vetmeduni Vienna,GCF_000803125.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/803/125/GCA_000803125.3_CamDro3,na,na,haploid,vertebrate_mammalian,,,41.5,37.0,21069.0,21069.0,Vetmeduni Vienna,Annotation submitted by Vetmeduni Vienna,,22223.0,22223.0,0.0,30972949,Camelidae,"Dromedary, one-humped camel",40.0,,x,[100],2169346739.0,32015.0,0.0,0.0,21069.0,70369702.0,11.0,41725625.0,24767672.0,53084.0,236391.0,2637.0,16984067.0,37.0,21069.0,21069.0,41.5
Camelus dromedarius,GCF_000803125.2,representative genome,na,PRJNA565028,SAMN03252735,JWIN00000000.3,9838,9838,breed=African,Drom800,latest,Chromosome,Major,Full,2019-10-07,CamDro3,Vetmeduni Vienna,GCA_000803125.3,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/803/125/GCF_000803125.2_CamDro3,na,na,haploid,vertebrate_mammalian,,,41.5,37.0,21069.0,21069.0,NCBI RefSeq,NCBI Camelus dromedarius Annotation Release 101,,32420.0,20062.0,9180.0,30972949,Camelidae,"Dromedary, one-humped camel",40.0,,x,[100],2169363382.0,32015.0,0.0,0.0,21070.0,70369702.0,11.0,41725625.0,24767672.0,53085.0,236391.0,2637.0,16984067.0,38.0,21070.0,21070.0,41.5
Camelus ferus,GCA_009834535.1,representative genome,na,PRJNA550024,SAMN12102236,VSZR00000000.1,419612,419612,na,YT-003-E,latest,Chromosome,Major,Full,2020-01-08,BCGSAC_Cfer_1.0,The Bactrian Camels Genome Sequencing and Analysis Consortium,GCF_009834535.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/834/535/GCA_009834535.1_BCGSAC_Cfer_1.0,na,na,haploid,vertebrate_mammalian,2087077296.0,2086842796.0,41.5,37.0,2042.0,2042.0,The Bactrian Camels Genome Sequencing and Analysis Consortium,Annotation submitted by The Bactrian Camels Genome Sequencing and Analysis Consortium,,0.0,0.0,0.0,32012460, ,Bactrian camel (+),35.0,,x,[21],2087077296.0,2345.0,0.0,0.0,2042.0,76025729.0,11.0,41063961.0,27488461.0,4387.0,5365398.0,112.0,234500.0,37.0,2042.0,2042.0,41.5
Camelus ferus,GCF_009834535.1,representative genome,na,PRJNA605179,SAMN12102236,VSZR00000000.1,419612,419612,na,YT-003-E,latest,Chromosome,Major,Full,2020-01-08,BCGSAC_Cfer_1.0,The Bactrian Camels Genome Sequencing and Analysis Consortium,GCA_009834535.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/834/535/GCF_009834535.1_BCGSAC_Cfer_1.0,na,na,haploid,vertebrate_mammalian,2087077296.0,2086842796.0,41.5,37.0,2042.0,2042.0,NCBI RefSeq,NCBI Camelus ferus Annotation Release 102,,33358.0,20222.0,10708.0,32012460;19292708;17640355, ,Bactrian camel (+),35.0,,x,[21],2087093976.0,2345.0,0.0,0.0,2043.0,76025729.0,11.0,41063961.0,27488461.0,4388.0,5365398.0,112.0,234500.0,38.0,2043.0,2043.0,41.5
Canis latrans,GCA_034620425.1,representative genome,na,PRJNA953635,SAMN34121417,JARVCQ000000000.1,9614,9614,na,coyote_06102,latest,Chromosome,Major,Full,2023-12-27,Cla-1,Texas A&M University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/620/425/GCA_034620425.1_Cla-1,na,na,haploid,vertebrate_mammalian,,,41.0,39.0,120.0,120.0,Texas A&M University,Annotation submitted by Texas A&M University,,0.0,0.0,0.0,na, ,Coyote,14.5,21.8,x,[13] [90] [143] [153],2344471300.0,93.0,0.0,0.0,120.0,64494502.0,14.0,51084384.0,38971464.0,213.0,42015997.0,19.0,9300.0,39.0,120.0,120.0,41.0
Capra aegagrus,GCA_000978405.1,representative genome,na,PRJNA261263,SAMN03282421,JXYW00000000.1,9923,9923,na,BamuBGIKM,latest,Chromosome,Major,Full,2015-04-24,CapAeg_1.0,BGI,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/978/405/GCA_000978405.1_CapAeg_1.0,na,na,haploid,vertebrate_mammalian,,,42.0,31.0,89498.0,368693.0,BGI,Annotation submitted by BGI,,0.0,0.0,0.0,na, ,Wild goat,12.0,,x,[100],2828873048.0,279195.0,0.0,0.0,89498.0,91317560.0,13.0,67558079.0,46296322.0,368693.0,19347.0,39764.0,235145392.0,31.0,89498.0,368693.0,42.0
Capra ibex,GCA_006410555.1,representative genome,na,PRJNA438286,SAMN08714504,SJYO00000000.1,72542,72542,na,IBX-bsy,latest,Scaffold,Major,Full,2019-06-24,IBX,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/555/GCA_006410555.1_IBX,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,55914.0,55914.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,31221828, ,Ibex,,22.3,x,[143],2701356656.0,19461.0,0.0,0.0,55914.0,61905114.0,16.0,36207400.0,1260000.0,75375.0,380983.0,2089.0,8316866.0,0.0,55914.0,55914.0,42.5
Capreolus capreolus,GCA_951849835.1,representative genome,na,PRJEB61062,SAMEA112852577,CATOUS000000000.1,9858,9858,na,na,latest,Contig,Major,Full,2023-07-15,ETH_CapCap1,ETH ZURICH,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/849/835/GCA_951849835.1_ETH_CapCap1,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,212.0,212.0,ETH ZURICH,Annotation submitted by ETH ZURICH,,0.0,0.0,0.0,na, ,Roe deer,15.0,,x,[100],3187251554.0,0.0,0.0,0.0,212.0,69851389.0,18.0,0.0,0.0,212.0,212.0,42.5,3187251554.0,3187251554.0,0.0,0.0,42.5
Capricornis sumatraensis,GCA_032405125.1,representative genome,na,PRJNA1002856,SAMN36864952,na,34865,34865,na,serow.1,latest,Chromosome,Major,Full,2023-10-05,ASM3240512v1,Northwest A&F University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/405/125/GCA_032405125.1_ASM3240512v1,na,na,haploid,vertebrate_mammalian,,,42.0,17.0,17.0,17.0,Northwest A&F University,Annotation submitted by Northwest A&F University,,0.0,0.0,0.0,na, ,Serow,,21.0,x,[100],2158174948.0,6.0,0.0,0.0,17.0,124433989.0,6.0,106142804.0,91122720.0,23.0,120063830.0,7.0,1200.0,17.0,17.0,17.0,42.0
Capromys pilorides,GCA_004027915.1,representative genome,na,PRJNA399377,SAMN07678066,PVKN000000000.1,34842,34842,na,US015,latest,Scaffold,Major,Full,2019-01-16,CapPil_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/915/GCA_004027915.1_CapPil_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,2352358.0,2352358.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na,Capromyidae,Cuban hutia,,11.3,x,[143],3023850356,3492,0,0,2352358,4081,146424,1212,366,2355850,4080,149962,349200,0,2352358,2352358,3023850356
Carollia perspicillata,GCA_004027735.1,representative genome,na,PRJNA399439,SAMN07678055,PVKM000000000.1,40233,40233,na,US073,latest,Scaffold,Major,Full,2019-01-16,CarPer_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/735/GCA_004027735.1_CarPer_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,1925339.0,1925339.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Short-tailed leaf-nosed bat (+),,12.4,x,[143],2689411905,3864,0,0,1925339,10739,50319,1383,353,1929203,10341,53523,386400,0,1925339,1925339,2689411905
Castor canadensis,GCA_001984765.1,representative genome,na,PRJNA359140,SAMN06187566,MTKA00000000.1,51338,51338,na,Ward,latest,Scaffold,Major,Full,2017-02-04,C.can genome v1.0,Hospital for Sick Children,GCF_001984765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/984/765/GCA_001984765.1_C.can_genome_v1.0,na,na,haploid,vertebrate_mammalian,,,39.5,0.0,21157.0,21157.0,Hospital for Sick Children,Annotation submitted by Hospital for Sick Children,,0.0,0.0,0.0,na, ,American beaver (+),15.0,,x,[21],2518306565.0,3320.0,0.0,0.0,21157.0,317708.0,2073.0,129331.0,46432.0,24477.0,273954.0,2431.0,331910.0,0.0,21157.0,21157.0,39.5
Castor canadensis,GCF_001984765.1,representative genome,na,PRJNA371604,SAMN06187566,MTKA00000000.1,51338,51338,na,Ward,latest,Scaffold,Major,Full,2017-02-04,C.can genome v1.0,Hospital for Sick Children,GCA_001984765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/984/765/GCF_001984765.1_C.can_genome_v1.0,na,na,haploid,vertebrate_mammalian,,,39.5,0.0,21157.0,21157.0,NCBI RefSeq,NCBI Castor canadensis Annotation Release 100,,29510.0,21700.0,1589.0,na, ,American beaver (+),15.0,,x,[21],2518306565,3320,0,0,24477,273954,2431,331910,0,21157,21157,2518306565,2517974655,3320,0,0,0
Catagonus wagneri,GCA_004024745.2,representative genome,na,PRJNA399378,SAMN07678067,PVHT000000000.2,51154,51154,na,BS18,latest,Scaffold,Major,Full,2019-07-15,CatWag_v2_BIUU_UCD,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/745/GCA_004024745.2_CatWag_v2_BIUU_UCD,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,1183730.0,1183730.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na,Tayassuidae,Chaco peccary,,1.0,x,[100],2640067814,57013,0,0,1183730,19204659,43,5863081,399,1240743,65965,10972,47532400,0,1183730,1183730,2640067814
Cavia porcellus,GCA_000151735.1,representative genome,na,PRJNA12583,SAMN02981223,AAKN00000000.2,10141,10141,strain=inbred line 2N,na,latest,Scaffold,Major,Full,2008-03-03,Cavpor3.0,"The Genome Sequencing Platform, The Genome Assembly Team",GCF_000151735.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/735/GCA_000151735.1_Cavpor3.0,na,na,haploid,vertebrate_mammalian,,,40.0,0.0,3143.0,61603.0,"The Genome Sequencing Platform, The Genome Assembly Team","Annotation submitted by The Genome Sequencing Platform, The Genome Assembly Team",,0.0,0.0,0.0,na, ,Guinea pig,14.8,,x,[21],2723202840,58460,0,0,3143,27942054,28,9373556,2477380,61603,80583,9305,59849908,0,3143,61603,40
Cavia porcellus,GCF_000151735.1,representative genome,na,PRJNA73553,SAMN02981223,AAKN00000000.2,10141,10141,strain=inbred line 2N,na,latest,Scaffold,Major,Full,2008-03-03,Cavpor3.0,"The Genome Sequencing Platform, The Genome Assembly Team",GCA_000151735.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/735/GCF_000151735.1_Cavpor3.0,na,na,haploid,vertebrate_mammalian,,,40.0,0.0,3143.0,61603.0,NCBI RefSeq,NCBI Cavia porcellus Annotation Release 103,,31557.0,19976.0,5985.0,8637593, ,Guinea pig,14.8,,x,[21],2723219641.0,58460.0,0.0,0.0,3144.0,27942054.0,28.0,9373556.0,2477380.0,61604.0,80583.0,9305.0,59849908.0,1.0,3144.0,61604.0,40.0
Cebuella pygmaea,GCA_963575105.1,representative genome,na,PRJEB67744,SAMEA14464444,CAUYSX000000000.1,9493,9493,na,JAP720,latest,Scaffold,Major,Full,2023-11-02,PGDP_CebPyg,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/575/105/GCA_963575105.1_PGDP_CebPyg,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,153437.0,153437.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Pygmy marmoset (+),10.0,,x,[100],2683481473,170,0,0,153437,35755,22204,18559,8903,153513,35755,22204,11255,0,153437,153437,41
Cebus albifrons,GCA_023783575.1,representative genome,na,PRJNA785018,SAMN23575333,JAKFHX000000000.1,9514,9514,na,KIZ-2021_2,latest,Contig,Major,Full,2022-06-17,ASM2378357v1,BGI-Shenzhen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/575/GCA_023783575.1_ASM2378357v1,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,2079.0,2079.0,BGI-Shenzhen,Annotation submitted by BGI-Shenzhen,,0.0,0.0,0.0,na, ,White-fronted capuchin (+),40.0,,x,[100],2874442237,0,0,0,2079,18502463,44,0,0,2079,2079,41,2874442237,2874442237,0,0,41
Cercocebus atys,GCA_000955945.1,representative genome,na,PRJNA157077,SAMN03379531,JZLG00000000.1,9531,9531,na,FAK,latest,Scaffold,Major,Full,2015-03-19,Caty_1.0,Human Genome Sequencing Center - BCM,GCF_000955945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/955/945/GCA_000955945.1_Caty_1.0,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,11433.0,76752.0,Human Genome Sequencing Center - BCM,Annotation submitted by Human Genome Sequencing Center - BCM,,0.0,0.0,0.0,na, ,Sooty mangabey,,26.8,m,[104],2848246356,65319,0,0,11433,12849131,66,6785186,2901663,76752,112942,6930,60973502,0,11433,76752,41
Cercocebus atys,GCF_000955945.1,representative genome,na,PRJNA279144,SAMN03379531,JZLG00000000.1,9531,9531,na,FAK,latest,Scaffold,Major,Full,2015-03-19,Caty_1.0,Human Genome Sequencing Center - BCM,GCA_000955945.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/955/945/GCF_000955945.1_Caty_1.0,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,11433.0,76752.0,NCBI RefSeq,NCBI Cercocebus atys Annotation Release 100,,30556.0,20614.0,4464.0,na, ,Sooty mangabey,,26.8,m,[104],2848246356,65319,0,0,11433,12849131,66,6785186,2901663,76752,112942,6930,60973502,0,11433,76752,41
Cercocebus torquatus,GCA_963574135.1,representative genome,na,PRJEB67744,SAMEA112483009,CAUYOL000000000.1,9530,9530,na,na,latest,Scaffold,Major,Full,2023-11-03,PGDP_CerTor,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/574/135/GCA_963574135.1_PGDP_CerTor,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,156471.0,156471.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Collared mangabey (+),30.0,,x,[100],2766409225,884,0,0,156471,37166,21815,18931,8916,156924,37166,21814,61618,0,156471,156471,41
Cercopithecus ascanius,GCA_963574115.1,representative genome,na,PRJEB67744,SAMEA112482825,CAUYPR000000000.1,36223,36223,na,na,latest,Scaffold,Major,Full,2023-11-02,PGDP_CerAsc,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/574/115/GCA_963574115.1_PGDP_CerAsc,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,238279.0,238279.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Red-tailed guenon,,28.3,f,[104],2699230057,837,0,0,238279,23371,33258,11707,5336,238836,23370,33262,42742,0,238279,238279,41
Cercopithecus cephus,GCA_963575225.1,representative genome,na,PRJEB67744,SAMEA112482834,CAUYUF000000000.1,9535,9535,na,na,latest,Scaffold,Major,Full,2023-11-02,PGDP_CerCep,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/575/225/GCA_963575225.1_PGDP_CerCep,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,241681.0,241681.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Mustached guenon (+),,23.0,m,[104],2715768467,1064,0,0,241681,22862,34071,11497,5268,242302,22862,34072,58706,0,241681,241681,41
